,response,pedestal,contrast,orientation,temporal_frequency,spatial_frequency,size,angle_dist,eccentricity,reaction_time,post_mean,post_var
0,0,-1.0464868545532227,-1.152593970298767,191.2882537841797,3.0466275215148926,0.7208230495452881,7.036864280700684,72.20133972167969,4.5279035568237305,1.3189930870139506,0.048138916,0.022412837
1,1,-0.36083483695983887,-0.6879032850265503,92.5175552368164,14.741377830505371,5.51197624206543,3.0522336959838867,198.40634155273438,6.0714192390441895,0.8181781409948599,0.58812827,0.019151688
2,0,-0.611639678478241,-1.0116727352142334,311.9398498535156,8.461746215820312,4.1750078201293945,3.6462650299072266,104.22742462158203,9.265243530273438,0.5931357390072662,0.0974983,0.021992624
3,1,-1.356041431427002,-0.17275524139404297,28.29157257080078,19.218996047973633,2.8718791007995605,8.687881469726562,343.64739990234375,0.22323952615261078,0.9116395500022918,0.46104157,0.073259115
4,1,-1.2628780603408813,-0.895380437374115,170.9070587158203,15.8191499710083,3.7182435989379883,6.207810401916504,172.3824462890625,7.531545162200928,0.5847483770048711,0.03347993,0.018757582
5,1,-0.5188143253326416,-0.24089038372039795,247.87400817871094,6.2657318115234375,5.055304527282715,1.2036495208740234,276.7915344238281,1.5736453533172607,0.6781956260092556,0.457578,0.056633353
6,1,-0.07902646064758301,-1.411078929901123,62.38418960571289,10.062394142150879,6.357373237609863,5.106760501861572,5.430602550506592,3.6749448776245117,0.7069778179866262,0.54884887,0.081404686
7,1,-0.7642839550971985,-0.38089585304260254,322.8224792480469,2.0714755058288574,1.602087140083313,9.058536529541016,266.6465148925781,7.131905555725098,0.532207667012699,1.3483247,0.048505604
8,1,-0.8588732481002808,-1.0331662893295288,86.55719757080078,5.421586990356445,6.1664137840271,8.100632667541504,149.9367218017578,8.168540954589844,0.663291393982945,0.49869472,0.019403517
9,1,-0.1734027862548828,-0.008808135986328125,343.4874267578125,17.434932708740234,0.9820358753204346,4.096192359924316,299.3457336425781,2.250203847885132,0.4569243450241629,1.77847,0.065511346
10,0,-0.4244379997253418,-1.2674223184585571,146.74090576171875,1.2369439601898193,2.3063089847564697,2.4430043697357178,27.899642944335938,3.11645245552063,0.9334731489943806,-0.12314206,0.0304057
11,0,-1.1682889461517334,-0.6188489198684692,227.2296600341797,11.687788963317871,4.028052806854248,7.499967098236084,244.1156463623047,6.5332489013671875,0.7911129699787125,0.30208075,0.0166139
12,0,-1.450446367263794,-1.3837714195251465,286.89202880859375,13.273453712463379,4.794860363006592,9.663301467895508,49.73372268676758,3.836968183517456,0.6664817539858632,-0.075069845,0.05534315
13,1,-0.7062002420425415,-0.5506560802459717,8.171797752380371,4.03618860244751,3.063037633895874,4.6393327713012695,220.93849182128906,5.419655799865723,1.1486443930189125,0.61047286,0.026340961
14,0,-0.2662743330001831,-0.7746472358703613,216.33738708496094,17.760684967041016,1.748273491859436,1.7952244281768799,126.67442321777344,9.878438949584961,0.9713805830106139,0.2269209,0.022866428
15,0,-0.9520819783210754,-0.3158503770828247,112.65237426757812,9.460920333862305,6.923712253570557,5.762344837188721,321.09466552734375,0.7966428399085999,1.14033976700739,0.5847529,0.031722844
16,0,-0.9890955686569214,-0.8394827246665955,355.5750427246094,10.712518692016602,2.7050817012786865,4.826840400695801,187.6363525390625,9.655752182006836,0.8864771219959948,0.10643345,0.019656718
17,1,-0.2329692840576172,-0.36673474311828613,74.65652465820312,1.5092418193817139,4.4371185302734375,9.901500701904297,83.22811889648438,1.23662531375885,0.4453550920006819,2.719917,0.109042406
18,1,-0.6691927909851074,-1.3555456399917603,237.7354278564453,15.287633895874023,5.751871109008789,5.927459716796875,354.59454345703125,4.138992786407471,0.9512910890043713,0.17505825,0.020036876
19,0,-1.4837452173233032,-0.5071073770523071,136.0701904296875,7.021858215332031,0.5762430429458618,2.0459463596343994,93.37777709960938,5.056607723236084,0.6289025850128382,-0.09984511,0.07812232
20,0,-1.20594322681427,-1.2377889156341553,18.743680953979492,7.938774108886719,1.3336286544799805,3.9288456439971924,287.8236389160156,2.657968044281006,0.7758708629989997,0.0715099,0.053834498
21,1,-0.39177393913269043,-0.5796375274658203,276.46319580078125,19.986106872558594,6.517823219299316,7.843353748321533,161.6181182861328,6.74025821685791,0.742654357018182,1.8073277,0.040758073
22,1,-0.13575434684753418,-1.0965025424957275,124.45420837402344,3.685765504837036,5.193536758422852,7.31901741027832,255.7915496826172,8.547650337219238,0.7856056840100791,1.462581,0.05180925
23,1,-0.8915313482284546,-0.06412136554718018,204.3267059326172,14.170598983764648,3.472001314163208,2.207036018371582,16.372068405151367,1.9662988185882568,1.218880515982164,0.31058067,0.048874617
24,0,-0.8013429641723633,-1.4744495153427124,103.10533905029297,18.32168960571289,3.781907081604004,1.5125222206115723,310.2914123535156,3.3533713817596436,1.261601028003497,0.0117819905,0.027027428
